Country,Id,Year,Quality,Pop,N,Fertility,Birth,Mortality,X,K,D,Delta,d,k,x,rho,x_fc,rho_fc,ws,w,v,i,c,gX,chi,gamma,B,a,o,b,YPop,YL,KL
Papua New Guinea,PNG,1991,D,3927,1661264,4.757,36.792,10.871,7608259631,9626095085,1025708154,10.66,617.4,5794.4,4579.8,0.7904,5124.6,0.8917,0.3741,1713.2,49.472,794.1,3785.7,1.535,-1.48,-1.534,563000000,0.05849,0.074,338.9,1937422.875,4579.801664,5794.440309
Papua New Guinea,PNG,1992,D,4028,1692875,4.724,36.827,10.709,7810230113,9719141439,1048725706,10.79,619.5,5741.2,4613.6,0.8036,5148.4,0.8957,,,,674.5,3939.1,1.526,-1.183,-1.302,560000000,0.05762,0.0717,330.8,1938984.636,4613.589375,5741.204424
Papua New Guinea,PNG,1993,D,4133,1716560,4.701,36.888,10.563,9719118128,9505936898,1111179953,11.69,647.3,5537.8,5662,1.0224,5171.1,0.9,,,,523.1,5138.9,5.562,4.553,3.065,544000000,0.05723,0.05597,316.9,2351589.191,5661.974022,5537.783065
Papua New Guinea,PNG,1994,D,4240,1759503,4.685,36.954,10.432,10312053396,9582617946,1121281405,11.7,637.3,5446.2,5860.8,1.0761,5191.5,0.9043,,,,680.9,5179.9,6.885,6.207,4.572,595000000,0.06209,0.0577,338.2,2432088.065,5860.776251,5446.207222
Papua New Guinea,PNG,1995,D,4350,1818360,4.671,36.989,10.307,9930472710,9628031049,1138260559,11.82,626,5294.9,5461.2,1.0314,5208.6,0.9079,,,,651,4810.3,7.131,6.508,4.875,556000000,0.05775,0.05599,305.8,2282867.29,5461.22479,5294.898177
Papua New Guinea,PNG,1996,D,4462,1860232,4.654,36.951,10.172,10653360918,10268086947,1217113267,11.85,654.3,5519.8,5726.9,1.0375,5222.4,0.9107,,,,998.4,4728.5,6.733,5.442,4.47,590000000,0.05746,0.05538,317.2,2387575.284,5726.899074,5519.788363
Papua New Guinea,PNG,1997,D,4577,1921359,4.631,36.811,10.016,10629509009,10528877636,1249401843,11.87,650.3,5479.9,5532.3,1.0096,5232.9,0.9125,,,,786,4746.3,6.164,4.564,3.632,697000000,0.0662,0.06557,362.8,2322374.702,5532.286787,5479.911685
Papua New Guinea,PNG,1998,D,4694,1984254,4.599,36.555,9.831,11182788544,10685780735,1228303963,11.49,619,5385.3,5635.8,1.0465,5240.7,0.9133,,,,698.1,4937.7,2.806,0.466,-0.093,774000000,0.07243,0.06921,390.1,2382358.02,5635.764647,5385.288746
Papua New Guinea,PNG,1999,D,4813,2038016,4.557,36.182,9.618,11386258236,10940900737,1131055079,10.34,555,5368.4,5586.9,1.0407,5246.6,0.9131,,,,680.2,4906.8,1.982,-0.669,-0.957,672000000,0.06142,0.05902,329.7,2365729.947,5586.932701,5368.407675
Papua New Guinea,PNG,2000,D,4934,2099383,4.507,35.705,9.384,10553366266,11655573163,1183017194,10.15,563.5,5551.9,5026.9,0.9054,5251.8,0.9123,,,,903.9,4123,1.217,-2.605,-1.657,733000000,0.06289,0.06946,349.2,2138906.823,5026.889456,5551.904137
Papua New Guinea,PNG,2001,D,5057,2162846,4.451,35.155,9.141,10384423605,12416462455,1270446620,10.23,587.4,5740.8,4801.3,0.8363,5258.1,0.9111,,,,939.2,3862.1,-0.511,-4.311,-3.526,881000000,0.07095,0.08484,407.3,2053475.105,4801.277393,5740.798214
Papua New Guinea,PNG,2002,D,5180,2222254,4.393,34.573,8.902,10747751794,12943294960,1458723667,11.27,656.4,5824.4,4836.4,0.8304,5266.8,0.9099,,,,893.5,3942.9,0.221,-3.908,-2.689,958000000,0.07402,0.08913,431.1,2074855.559,4836.419147,5824.399443
Papua New Guinea,PNG,2003,D,5304,2283391,4.337,33.993,8.681,10634646132,13433587660,1384562222,10.31,606.4,5883.2,4657.4,0.7916,5278.7,0.909,,,,821.1,3836.3,-1.005,-5.582,-3.814,1082000000,0.08054,0.10174,473.9,2005023.781,4657.39163,5883.17448
Papua New Guinea,PNG,2004,D,5429,2342972,4.282,33.434,8.484,11088632012,13885364865,1423735033,10.25,607.7,5926.4,4732.7,0.7986,5294.5,0.9084,,,,800.5,3932.2,-0.53,-5.296,-3.319,1222000000,0.08801,0.1102,521.6,2042481.491,4732.720669,5926.389588
Papua New Guinea,PNG,2005,D,5555,2400689,4.229,32.905,8.314,12204608028,14266021118,1539712969,10.79,641.4,5942.5,5083.8,0.8555,5313.9,0.9084,,,,799.9,4283.9,2.907,-1.135,0.225,1258000000,0.08818,0.10308,524,2197049.15,5083.793873,5942.469482
Papua New Guinea,PNG,2006,D,5680,2462939,4.178,32.404,8.17,12607058954,14640585255,1509553350,10.31,612.9,5944.4,5118.7,0.8611,5336.3,0.9088,,,,765,4353.7,3.879,0.584,1.28,1253000000,0.08558,0.09939,508.7,2219552.633,5118.705317,5944.355607
Papua New Guinea,PNG,2007,D,5806,2516177,4.125,31.916,8.044,14016617558,15353152521,1470060381,9.57,584.2,6101.8,5570.6,0.9129,5360.8,0.9095,,,,867.4,4703.2,5.311,1.896,2.827,849000000,0.0553,0.06057,337.4,2414160.792,5570.60078,6101.777626
Papua New Guinea,PNG,2008,D,5816,2523866,4.069,31.427,7.93,15934192362,16052608303,1625787549,10.13,644.2,6360.3,6313.4,0.9926,5386.2,0.9104,,,,921.3,5392.1,8.087,4.525,6.084,575000000,0.03582,0.03609,227.8,2739716.706,6313.40664,6360.325114
Paraguay,PRY,1963,C,2062,730502,6.447,41.142,7.906,3847884991,2971528351,,,,4067.8,5267.5,1.2949,5370.4,1.3323,,,,537.3,4730.2,2.533,,0.305,112000000,0.03769,0.02911,153.3,1866093.594,5267.453054,4067.78948
Paraguay,PRY,1964,C,2115,749245,6.41,40.851,7.823,3962834020,3076278094,235628823,7.66,314.5,4105.8,5289.1,1.2882,5481.1,1.2988,0.3512,1857.6,83.575,454.3,4834.8,2.992,,0.602,118000000,0.03836,0.02978,157.5,1873680.388,5289.103057,4105.837335
Paraguay,PRY,1965,C,2170,768468,6.356,40.501,7.749,4218320284,3283014066,317943590,9.68,413.7,4272.2,5489.3,1.2849,5602,1.2653,0.3574,1962,82.564,682.8,4806.5,3.576,,1.043,150000000,0.04569,0.03556,195.2,1943926.398,5489.259519,4272.154554
Paraguay,PRY,1966,C,2228,788847,6.276,40.052,7.675,4193518123,3493875735,362590405,10.38,459.6,4429.1,5316,1.2002,5734.3,1.2317,0.3697,1965.5,75.647,726.9,4589.1,2.114,,-0.436,140000000,0.04007,0.03338,177.5,1882189.463,5316.009471,4429.091744
Paraguay,PRY,1967,C,2288,809766,6.17,39.49,7.594,4553449524,3767607093,406747102,10.8,502.3,4652.7,5623.2,1.2086,5879.1,1.1979,0.369,2074.8,76.264,840.3,4782.8,4.051,,1.484,133000000,0.0353,0.02921,164.2,1990144.023,5623.167093,4652.710898
Paraguay,PRY,1968,C,2349,831239,6.041,38.829,7.503,4632224953,4003569429,407605874,10.18,490.4,4816.4,5572.7,1.157,6036.8,1.1641,0.3651,2034.6,73.458,774.2,4798.4,3.71,-2.252,1.127,161000000,0.04021,0.03476,193.7,1971998.703,5572.675191,4816.387861
Paraguay,PRY,1969,C,2412,853282,5.894,38.099,7.402,4828605586,4286029411,410023022,9.57,480.5,5023,5658.9,1.1266,6207.9,1.1299,0.3628,2052.9,71.789,811.6,4847.3,3.952,-2.681,1.351,142000000,0.03313,0.02941,166.4,2001909.447,5658.862587,5022.99288
Paraguay,PRY,1970,C,2477,875910,5.739,37.356,7.295,5147624123,4546760765,425407713,9.36,485.7,5190.9,5876.9,1.1322,6392.2,1.0956,0.344,2021.4,74.273,783.3,5093.5,3.982,-2.531,1.365,203000000,0.04465,0.03944,231.8,2078168.802,5876.887035,5190.899482
Paraguay,PRY,1971,C,2545,904673,5.589,36.675,7.191,5386921188,4805951303,506437570,10.54,559.8,5312.4,5954.6,1.1209,6589.1,1.0608,0.3633,2163.2,71.369,846.3,5108.2,5.009,-1.368,2.269,173000000,0.036,0.03211,191.2,2116668.443,5954.550637,5312.362923
Paraguay,PRY,1972,C,2614,934354,5.456,36.119,7.098,5807305184,5196650607,530179573,10.2,567.4,5561.8,6215.3,1.1175,6797.3,1.0257,0.365,2268.7,70.96,985.6,5229.7,4.865,-1.567,2.002,195000000,0.03752,0.03358,208.7,2221616.367,6215.315805,5561.757757
Paraguay,PRY,1973,C,2693,967607,5.347,35.732,7.021,6212439304,5955190831,556831447,9.35,575.5,6154.6,6420.4,1.0432,7015,0.9903,0.3294,2114.9,69.956,1359.4,5061,5.87,-2.071,2.832,237000000,0.0398,0.03815,244.9,2306884.257,6420.415834,6154.555342
Paraguay,PRY,1974,C,2774,1002007,5.267,35.53,6.963,6701734999,6782322742,642708971,9.48,641.4,6768.7,6688.3,0.9881,7239.8,0.9547,0.3466,2318.5,64.559,1466.9,5221.4,6.556,-2.623,3.343,260000000,0.03833,0.0388,259.5,2415910.238,6688.311558,6768.737885
Paraguay,PRY,1975,C,2852,1035633,5.217,35.521,6.924,7210569372,7551920642,712145189,9.43,687.6,7292.1,6962.5,0.9548,7468.8,0.9191,0.3427,2385.9,62.761,1430.8,5531.7,6.74,-3.407,3.39,229000000,0.03032,0.03176,221.1,2528250.13,6962.475483,7292.081888
Paraguay,PRY,1976,C,2922,1066357,5.196,35.689,6.901,7652858310,8617527656,750867813,8.71,704.1,8081.3,7176.6,0.8881,7698.2,0.8837,0.3582,2570.4,56.999,1703.4,5473.2,7.022,-4.657,3.734,288000000,0.03342,0.03763,270.1,2619048.018,7176.638133,8081.278274
Paraguay,PRY,1977,C,2987,1095823,5.195,35.973,6.889,8360428103,9807110666,849604283,8.66,775.3,8949.5,7629.4,0.8525,7924.2,0.8487,0.3475,2651.1,55.626,1860.9,5768.5,7.288,-5.414,4.1,323000000,0.03294,0.03863,294.8,2798938.099,7629.359945,8949.538991
Paraguay,PRY,1978,C,3054,1126046,5.203,36.306,6.881,9379507953,11472465350,943348135,8.22,837.8,10188.3,8329.6,0.8176,8142.1,0.8145,0.3289,2740,54.863,2316.7,6012.9,8.239,-4.874,5.207,406000000,0.03539,0.04329,360.6,3071220.679,8329.59573,10188.27415
Paraguay,PRY,1979,C,3122,1157211,5.214,36.639,6.873,11093404223,13364143227,1143808354,8.56,988.4,11548.6,9586.3,0.8301,8347,0.7812,0.3505,3360.1,53.913,2623.1,6963.2,10.08,-3.485,7.2,373000000,0.02791,0.03362,322.3,3553300.52,9586.32801,11548.5795
Paraguay,PRY,1980,C,3196,1190634,5.219,36.915,6.863,11944990346,15707127727,1325169373,8.44,1113,13192.2,10032.5,0.7605,8534.2,0.7491,0.3485,3496,49.548,3080.8,6951.6,10.095,-4.551,7.306,418000000,0.02661,0.03499,351.1,3737481.335,10032.46199,13192.23853
Paraguay,PRY,1981,C,3279,1226526,5.213,37.084,6.848,12632907907,18442667229,1558965426,8.45,1271,15036.5,10299.7,0.685,8700.3,0.7186,0.3427,3529.5,45.026,3501.4,6798.4,10.025,-5.193,7.226,394000000,0.02136,0.03119,321.2,3852670.908,10299.74734,15036.50736
Paraguay,PRY,1982,C,3370,1276800,5.191,37.125,6.828,12453836725,20276933270,1724618088,8.51,1350.7,15881.1,9753.9,0.6142,8843.4,0.6899,0.3336,3254.2,40.927,2787.3,6966.6,7.97,-6.557,4.913,383000000,0.01889,0.03075,300,3695500.512,9753.944803,15881.05676
Paraguay,PRY,1983,C,3467,1327469,5.151,37.028,6.801,12161193866,21331524857,1853592923,8.69,1396.3,16069.3,9161.2,0.5701,8963,0.6634,0.3157,2891.8,39.015,2190.8,6970.4,5.194,-7.21,1.903,397000000,0.01861,0.03264,299.1,3507699.413,9161.188597,16069.32053
Paraguay,PRY,1984,C,3568,1373651,5.094,36.784,6.768,12588873489,22351720927,1932298985,8.64,1406.7,16271.8,9164.5,0.5632,9059.8,0.6393,0.3197,2929.8,38.317,2149.4,7015.2,2.529,-7.757,-0.9,421000000,0.01884,0.03344,306.5,3528271.718,9164.535598,16271.76111
Paraguay,PRY,1985,C,3673,1420825,5.02,36.4,6.726,13273347213,23300289712,2035690603,8.74,1432.8,16399.1,9342,0.5697,9134.4,0.6176,0.31,2896.1,39.306,2100.4,7241.6,2.109,-5.778,-1.426,438000000,0.0188,0.033,308.3,3613761.833,9342.000044,16399.12706
Paraguay,PRY,1986,C,3781,1473087,4.931,35.898,6.674,13254958312,24234257882,2161157832,8.92,1467.1,16451.3,8998.1,0.547,9187.8,0.5985,0.3063,2756.4,37.94,2101.1,6897,0.961,-4.501,-2.702,477000000,0.01968,0.03599,323.8,3505675.301,8998.08247,16451.3419
Paraguay,PRY,1987,C,3893,1521956,4.835,35.321,6.615,13668122133,25169739372,2366434802,9.4,1554.9,16537.8,8980.6,0.543,9221,0.5819,0.3054,2742.3,37.722,2169.5,6811.1,1.861,-2.462,-1.652,539000000,0.02141,0.03943,354.1,3510948.403,8980.628962,16537.75758
Paraguay,PRY,1988,C,4007,1572178,4.736,34.709,6.548,14932966879,26110559626,2491396711,9.54,1584.7,16607.9,9498.3,0.5719,9234.9,0.5678,0.2936,2788.6,40.401,2183.1,7315.2,4.106,0.063,0.723,615000000,0.02355,0.04118,391.2,3726719.96,9498.267295,16607.89022
Paraguay,PRY,1989,C,4124,1621958,4.637,34.086,6.477,16263019160,27313231416,2578905263,9.44,1590,16839.7,10026.8,0.5954,9230.2,0.556,0.2738,2745.4,43.24,2331.5,7695.3,5.122,1.112,1.798,639000000,0.0234,0.03929,394,3943506.101,10026.78193,16839.66627
Paraguay,PRY,1990,C,4244,1679067,4.541,33.469,6.403,16099976124,28651682824,2790288024,9.74,1661.8,17064.1,9588.6,0.5619,9207.6,0.5465,0.2434,2333.6,42.517,2458.9,7129.7,3.861,-0.274,0.521,617000000,0.02153,0.03832,367.5,3793585.326,9588.644243,17064.04975
Paraguay,PRY,1991,C,4367,1738983,4.448,32.866,6.331,16279472186,30161047146,2976012126,9.87,1711.4,17344.1,9361.5,0.5398,9169,0.5393,0.2547,2384.2,40.229,2579.3,6782.2,4.111,-0.265,0.792,609000000,0.02019,0.03741,350.2,3727838.834,9361.490127,17344.07245
Paraguay,PRY,1992,C,4493,1799143,4.356,32.273,6.261,16254325751,31085247364,3262027182,10.49,1813.1,17277.8,9034.5,0.5229,9116.5,0.5342,0.2971,2683.8,36.756,2326.8,6707.7,3.466,-0.756,0.12,715000000,0.023,0.04399,397.4,3617699.922,9034.48239,17277.80803
Paraguay,PRY,1993,C,4622,1862386,4.266,31.687,6.195,17001017369,31893104572,3472791990,10.89,1864.7,17124.9,9128.6,0.5331,9052.1,0.5313,,,,2298.5,6830.1,2.594,-1.407,-0.794,805000000,0.02524,0.04735,432.2,3678281.56,9128.621762,17124.86271
Paraguay,PRY,1994,C,4754,1926271,4.177,31.114,6.135,16637088037,32617269500,3744883790,11.48,1944.1,16932.9,8636.9,0.5101,8978.3,0.5305,,,,2320.1,6316.9,0.455,-3.095,-2.984,954000000,0.02925,0.05734,495.3,3499597.82,8636.940512,16932.85602
Paraguay,PRY,1995,C,4887,1993698,4.09,30.559,6.078,17474965878,33155094770,4004334225,12.08,2008.5,16629.9,8765.1,0.5271,8897.2,0.5318,,,,2278.3,6486.8,1.639,-1.281,-1.796,1081000000,0.0326,0.06186,542.2,3575806.4,8765.101775,16629.94835
Paraguay,PRY,1996,C,5024,2058891,4.005,30.024,6.022,17710290458,33860387612,3805800779,11.24,1848.5,16445.9,8601.9,0.523,8810.7,0.5351,,,,2191,6410.8,1.685,-0.629,-1.693,1023000000,0.03021,0.05776,496.9,3525137.432,8601.859184,16445.93503
Paraguay,PRY,1997,C,5162,2121151,3.921,29.505,5.965,18376169225,35045883098,3661011437,10.45,1726,16522.1,8663.3,0.5243,8720.7,0.5403,,,,2284.8,6378.5,2.454,0.055,-0.839,1144000000,0.03264,0.06225,539.3,3559893.302,8663.300833,16522.10668
Paraguay,PRY,1998,C,5303,2192296,3.839,29.001,5.906,18728901163,35455614482,3738039310,10.54,1705.1,16172.8,8543.1,0.5282,8628.7,0.5474,,,,1892,6651.1,1.936,-0.182,-1.326,1228000000,0.03463,0.06557,560.1,3531755.829,8543.053111,16172.82269
Paraguay,PRY,1999,C,5447,2289038,3.758,28.512,5.845,19068921023,35263754317,3757191894,10.65,1641.4,15405.5,8330.5,0.5408,8536.3,0.5562,,,,1557.6,6773,2.729,1.168,-0.722,1228000000,0.03482,0.0644,536.5,3500811.644,8330.539302,15405.491
Paraguay,PRY,2000,C,5418,2307979,3.677,28.036,5.784,18402092735,34736687639,3766402501,10.84,1631.9,15050.7,7973.3,0.5298,8444.9,0.5667,,,,1403.5,6569.7,1.034,0.102,-1.894,1006000000,0.02896,0.05467,435.9,3396473.373,7973.249642,15050.69485
Paraguay,PRY,2001,C,5523,2377534,3.597,27.574,5.728,18885716650,34527934766,3807158969,11.03,1601.3,14522.6,7943.4,0.547,8355.7,0.5786,,,,1513.5,6429.9,1.285,0.895,-1.593,1042000000,0.03018,0.05517,438.3,3419467.074,7943.405499,14522.58296
Paraguay,PRY,2002,C,5627,2451194,3.516,27.124,5.677,19031425912,33816152438,3815039213,11.28,1556.4,13795.8,7764.1,0.5628,8269.5,0.5919,,,,1266,6498.1,0.701,1.415,-2.192,1063000000,0.03143,0.05585,433.7,3382162.06,7764.145111,13795.78786
Paraguay,PRY,2003,C,5729,2525145,3.435,26.684,5.636,19822322085,33118929875,3877431989,11.71,1535.5,13115.7,7850,0.5985,8186.6,0.6063,,,,1259.4,6590.6,1.135,2.498,-1.692,1110000000,0.03352,0.056,439.6,3459996.873,7849.973798,13115.6547
Paraguay,PRY,2004,C,5828,2595248,3.355,26.254,5.604,20639842371,32301705692,3934978815,12.18,1516.2,12446.5,7952.9,0.639,8106.9,0.6217,,,,1201.3,6751.6,1.583,3.338,-0.928,1115000000,0.03452,0.05402,429.6,3541496.632,7952.936433,12446.4813
Paraguay,PRY,2005,C,5926,2669726,3.275,25.833,5.58,21063969702,31650339918,3997493145,12.63,1497.3,11855.3,7889.9,0.6655,8029.9,0.6376,,,,1253.4,6636.6,2.702,4.563,-0.21,1045000000,0.03302,0.04961,391.4,3554500.456,7889.936908,11855.2765
Paraguay,PRY,2006,C,6020,2743523,3.197,25.421,5.562,21792138672,31282434402,3857349329,12.33,1406,11402.3,7943.1,0.6966,7955,0.6541,,,,1271.9,6671.2,2.863,4.837,-0.001,1087000000,0.03475,0.04988,396.2,3619956.59,7943.122282,11402.28619
Paraguay,PRY,2007,C,6113,2817857,3.121,25.018,5.549,23141241346,31328304650,3876502301,12.37,1375.7,11117.8,8212.4,0.7387,7881.3,0.6707,,,,1392,6820.4,3.91,5.439,1.122,1128000000,0.03601,0.04874,400.3,3785578.496,8212.35476,11117.77661
Paraguay,PRY,2008,C,6203,2920164,3.047,24.625,5.537,24163668711,31981686764,3966996412,12.4,1358.5,10952,8274.8,0.7555,7808.1,0.6875,,,,1582.2,6692.5,3.961,4.66,1.054,1123000000,0.03511,0.04647,384.6,3895481.011,8274.764264,10952.01734
Peru,PER,1963,C,10826,3791566,6.836,46.016,17.408,46816095129,1.3182E+11,,,,34766.7,12347.4,0.3552,12689.5,0.3599,0.4012,4954.3,21.265,4347.4,8000.1,6.478,,4.244,2791000000,0.02117,0.05962,736.1,4324412.999,12347.42983,34766.74181
Peru,PER,1964,C,11144,3878989,6.8,45.608,17.013,49547189501,1.36092E+11,13562884770,9.97,3496.5,35084.4,12773.2,0.3641,13059.6,0.3765,0.4002,5111.9,21.837,4597.7,8175.5,8.496,,6.233,3345000000,0.02458,0.06751,862.3,4446086.639,12773.22248,35084.40796
Peru,PER,1965,C,11467,3967163,6.75,45.116,16.611,52906799389,1.40826E+11,15241914579,10.82,3842,35497.9,13336.2,0.3757,13418.7,0.3931,0.4021,5362.3,22.463,5035.3,8300.9,6.98,,4.712,3263000000,0.02317,0.06167,822.5,4613830.94,13336.17988,35497.92187
Peru,PER,1966,C,11796,4055773,6.684,44.552,16.185,58424112926,1.48405E+11,16353858300,11.02,4032.2,36591.1,14405.2,0.3937,13761.9,0.4097,0.3933,5665.2,23.886,5901,8504.2,7.531,,5.27,3615000000,0.02436,0.06188,891.3,4952874.951,14405.1733,36591.13677
Peru,PER,1967,C,12132,4145264,6.605,43.941,15.724,60370682775,1.54914E+11,16872037307,10.89,4070.2,37371.3,14563.8,0.3897,14084.6,0.4262,0.4079,5940.6,23.074,5640.3,8923.5,6.332,,4.09,3724000000,0.02404,0.06169,898.4,4976152.553,14563.77272,37371.28445
Peru,PER,1968,C,12476,4236034,6.515,43.308,15.225,60879249409,1.55137E+11,16112519870,10.39,3803.7,36623.2,14371.8,0.3924,14382.6,0.4426,0.4031,5793.6,23.423,3856.4,10515.3,5.253,1.996,3.036,3955000000,0.02549,0.06496,933.7,4879708.994,14371.75656,36623.22491
Peru,PER,1969,C,12829,4328470,6.415,42.669,14.693,63727300501,1.55035E+11,16970581218,10.95,3920.7,35817.4,14722.8,0.4111,14652.4,0.4589,0.4019,5916.4,24.587,3897,10825.9,5.034,2.427,2.841,4173000000,0.02692,0.06548,964.1,4967440.993,14722.82365,35817.40313
Peru,PER,1970,C,13193,4422949,6.307,42.046,14.142,67791496036,1.47855E+11,17696062093,11.97,4001,33429.1,15327.2,0.4585,14890.2,0.4748,0.3475,5326.7,29.916,2377.8,12949.5,4.958,3.984,2.783,4850000000,0.0328,0.07154,1096.6,5138444.329,15327.21631,33429.09681
Peru,PER,1971,C,13568,4566833,6.192,41.455,13.593,70953225741,1.42338E+11,17751897424,12.47,3887.1,31167.7,15536.6,0.4985,15092.6,0.4902,0.3608,5606,31.862,2679,12857.6,3.886,4.721,1.512,5076000000,0.03566,0.07154,1111.5,5229453.548,15536.63682,31167.72649
Peru,PER,1972,C,13955,4715396,6.073,40.895,13.066,72519021429,1.36746E+11,16369617252,11.97,3471.5,28999.9,15379.2,0.5303,15256.3,0.5048,0.3811,5861.7,32.819,2285.6,13093.6,3.667,6.162,1.09,4956000000,0.03624,0.06834,1051,5196633.567,15379.20069,28999.8522
Peru,PER,1973,C,14350,4868105,5.952,40.361,12.577,78052175021,1.38726E+11,14876035053,10.72,3055.8,28496.9,16033.4,0.5626,15378.7,0.5186,0.3847,6168.4,34.618,3462.6,12570.8,4.97,7.206,2.188,5388000000,0.03884,0.06903,1106.8,5439175.96,16033.37952,28496.8834
Peru,PER,1974,C,14753,5024316,5.828,39.843,12.129,86031678224,1.4551E+11,16490467749,11.33,3282.1,28961.2,17123.1,0.5912,15457.1,0.5313,0.364,6233,37.602,4632.4,12490.6,6.002,7.27,3.021,5825000000,0.04003,0.06771,1159.4,5831470.089,17123.06277,28961.18718
Peru,PER,1975,C,15161,5183406,5.702,39.317,11.722,88684335622,1.50566E+11,16986907831,11.28,3277.2,29047.7,17109.3,0.589,15489.8,0.5427,0.3659,6261,37.347,4252.5,12856.7,5.373,5.01,2.2,5990000000,0.03978,0.06754,1155.6,5849504.361,17109.27827,29047.683
Peru,PER,1976,C,15573,5344919,5.572,38.748,11.345,89487953696,1.52206E+11,17538857903,11.52,3281.4,28476.7,16742.6,0.5879,15476.4,0.553,0.3691,6179.1,37.095,3588.2,13154.4,4.642,3.301,1.495,6120000000,0.04021,0.06839,1145,5746352.899,16742.62111,28476.70441
Peru,PER,1977,C,15990,5509212,5.437,38.115,10.981,88769057960,1.51187E+11,17354344704,11.48,3150.1,27442.6,16112.8,0.5871,15418.3,0.5619,0.3666,5906.8,37.191,2965.1,13147.7,4.044,2.036,0.932,6365000000,0.0421,0.0717,1155.3,5551535.832,16112.84118,27442.56205
Peru,PER,1978,C,16414,5677170,5.297,37.409,10.619,86341595980,1.4885E+11,17677238358,11.88,3113.7,26219,15208.6,0.5801,15318.2,0.5695,0.3125,4753.4,39.876,2702.1,12506.5,2.019,0.61,-1.056,6125000000,0.04115,0.07094,1078.9,5260241.013,15208.56271,26218.98943
Peru,PER,1979,C,16849,5849726,5.153,36.64,10.256,90596103872,1.48631E+11,18296592283,12.31,3127.8,25408.2,15487.2,0.6095,15179.3,0.576,0.2799,4335.5,43.89,3090.4,12396.8,1.034,0.609,-2.008,6074000000,0.04087,0.06704,1038.3,5376942.482,15487.23887,25408.24528
Peru,PER,1980,C,17295,6027720,5.009,35.834,9.894,96695390673,1.53483E+11,19805646614,12.9,3285.8,25462.8,16041.8,0.63,15005,0.5813,0.2961,4749.6,44.348,4090.6,11951.2,1.73,1.346,-1.288,6578000000,0.04286,0.06803,1091.3,5590944.821,16041.7854,25462.81747
Peru,PER,1981,C,17755,6213238,4.866,35.03,9.538,1.02508E+11,1.63046E+11,20181708711,12.38,3248.2,26241.6,16498.2,0.6287,14798.6,0.5855,0.3073,5069.6,43.552,4787.3,11711,2.717,1.341,-0.294,6573000000,0.04031,0.06412,1057.9,5773444.339,16498.24202,26241.63145
Peru,PER,1982,C,18173,6441031,4.729,34.268,9.196,1.02141E+11,1.72049E+11,18540013672,10.78,2878.4,26711.4,15857.9,0.5937,14564.9,0.5887,0.3162,5013.6,40.598,4276.3,11581.6,2.806,0.221,-0.319,6455000000,0.03752,0.0632,1002.2,5620486.595,15857.88097,26711.42491
Peru,PER,1983,C,18591,6751972,4.598,33.575,8.877,88385432637,1.69871E+11,18984556097,11.18,2811.7,25158.7,13090.3,0.5203,14310,0.5912,0.3265,4273.4,35.045,2489.1,10601.2,0.468,-2.174,-3,5577000000,0.03283,0.0631,826,4754205.402,13090.31386,25158.74855
Peru,PER,1984,C,19011,6970375,4.475,32.958,8.581,91153186837,1.68298E+11,16706156387,9.93,2396.7,24144.8,13077.2,0.5416,14041.5,0.5931,0.296,3871.2,38.128,2171.1,10906.1,0.123,-2.363,-3.383,5643000000,0.03353,0.06191,809.6,4794760.235,13077.22853,24144.7975
Peru,PER,1985,C,19432,7203622,4.36,32.413,8.311,92614827525,1.64673E+11,17080347905,10.37,2371.1,22859.8,12856.7,0.5624,13765.8,0.5945,0.2706,3478.6,41.025,1867.8,10988.9,-0.862,-2.27,-4.427,5321000000,0.03231,0.05745,738.7,4766098.576,12856.70285,22859.76599
Peru,PER,1986,C,19855,7392748,4.25,31.919,8.067,1.04101E+11,1.66051E+11,16503654057,9.94,2232.4,22461.3,14081.6,0.6269,13488.3,0.5956,0.3019,4250.6,43.769,2418.7,11662.8,0.309,-0.057,-3.168,5958000000,0.03588,0.05723,805.9,5243079.759,14081.54973,22461.27959
Peru,PER,1987,C,20280,7460000,4.144,31.443,7.843,1.14712E+11,1.70211E+11,18760120655,11.02,2514.8,22816.5,15377,0.6739,13213.3,0.5962,0.3272,5032,45.34,3072.5,12304.5,2.321,2.536,-0.616,7031000000,0.04131,0.06129,942.5,5656428.052,15376.99208,22816.51899
Peru,PER,1988,C,20711,7688253,4.038,30.957,7.637,1.05346E+11,1.69915E+11,21065631527,12.4,2740,22100.7,13702.3,0.62,12946,0.5965,0.2714,3718.5,45.174,2701.5,11000.8,3.511,3.506,0.914,6847000000,0.0403,0.065,890.6,5086497.634,13702.26142,22100.65435
Peru,PER,1989,C,21151,7925121,3.933,30.447,7.444,89469492102,1.63505E+11,20390682814,12.47,2572.9,20631.2,11289.4,0.5472,12693.5,0.5967,0.2696,3043.2,39.969,1764,9525.4,-0.373,0.205,-2.94,5956000000,0.03643,0.06657,751.5,4230036.031,11289.35345,20631.18595
Peru,PER,1990,C,21600,8238121,3.828,29.905,7.262,86464247020,1.60497E+11,19062203048,11.88,2313.9,19482.3,10495.6,0.5387,12464,0.5968,0.2666,2797.8,39.512,1948.9,8546.8,-1.374,-0.861,-4.058,5773000000,0.03597,0.06677,700.8,4002974.399,10495.62722,19482.28881
