BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
101,Sri Lanka,1995,MF,25,999,11.3,27,17.2,53.4,34.6,8.3,5.3,9.0691,6.7057,2.0918,0.2716,9751,LKA,South Asia
101,Sri Lanka,2000,MF,25,999,10.4,16.9,10.8,59.4,41.2,13.3,8.6,9.9745,6.6592,2.8777,0.4377,10851,LKA,South Asia
101,Sri Lanka,2005,MF,25,999,9,14.6,9.5,61.4,43.9,15,9.7,10.4229,6.5715,3.3579,0.4935,12028,LKA,South Asia
101,Sri Lanka,2010,MF,25,999,8,12.7,8.4,63,47.1,16.4,10.5,10.8035,6.3482,3.9166,0.5386,13239,LKA,South Asia
3,Benin,1950,MF,25,999,89.7,8.3,2.4,1.8,0.6,0.2,0.2,0.5585,0.4436,0.1068,0.0081,964,BEN,Sub-Saharan Africa
3,Benin,1955,MF,25,999,89.5,8.3,2.5,1.9,0.7,0.3,0.2,0.5765,0.4539,0.1141,0.0085,939,BEN,Sub-Saharan Africa
3,Benin,1960,MF,25,999,89.4,8.3,2.6,2,0.7,0.3,0.2,0.5935,0.4641,0.1205,0.009,940,BEN,Sub-Saharan Africa
3,Benin,1965,MF,25,999,89.3,8.3,2.8,2.1,0.8,0.3,0.2,0.6103,0.4754,0.1256,0.0093,975,BEN,Sub-Saharan Africa
3,Benin,1970,MF,25,999,89.3,8.3,3,2.1,0.8,0.3,0.2,0.6246,0.4856,0.1294,0.0095,1036,BEN,Sub-Saharan Africa
3,Benin,1975,MF,25,999,89.2,8.3,3.3,2.2,0.8,0.3,0.2,0.6376,0.4963,0.1317,0.0096,1146,BEN,Sub-Saharan Africa
3,Benin,1980,MF,25,999,89.2,8.3,3.6,2.2,0.8,0.3,0.2,0.6489,0.5062,0.133,0.0096,1314,BEN,Sub-Saharan Africa
3,Benin,1985,MF,25,999,84.6,9.8,4.5,4.8,1.9,0.7,0.5,1.089,0.7633,0.3018,0.0239,1535,BEN,Sub-Saharan Africa
3,Benin,1990,MF,25,999,79.5,10.9,5.3,8.3,3.8,1.3,0.8,1.6461,1.0649,0.538,0.0432,1776,BEN,Sub-Saharan Africa
3,Benin,1995,MF,25,999,74.1,13.4,6.9,11,6.2,1.6,1,2.1478,1.3598,0.7363,0.0517,2150,BEN,Sub-Saharan Africa
3,Benin,2000,MF,25,999,69.6,16.1,8.6,12.2,8.1,2.2,1.4,2.5613,1.6046,0.8845,0.0721,2497,BEN,Sub-Saharan Africa
3,Benin,2005,MF,25,999,66.1,17.6,9.9,14,10.4,2.3,1.5,2.9097,1.8014,1.0326,0.0757,2977,BEN,Sub-Saharan Africa
3,Benin,2010,MF,25,999,64.1,17.5,10.2,15.5,12.6,2.9,1.8,3.2331,1.9362,1.2017,0.0952,3595,BEN,Sub-Saharan Africa
4,Botswana,1950,MF,25,999,72.8,24.6,0.9,2.3,0.6,0.2,0.1,1.1616,1.0657,0.0896,0.0063,163,BWA,Sub-Saharan Africa
4,Botswana,1955,MF,25,999,72.8,24.6,0.9,2.3,0.6,0.2,0.1,1.1679,1.0699,0.0916,0.0064,178,BWA,Sub-Saharan Africa
4,Botswana,1960,MF,25,999,72.7,24.6,0.9,2.4,0.6,0.2,0.1,1.1725,1.073,0.093,0.0065,188,BWA,Sub-Saharan Africa
4,Botswana,1965,MF,25,999,72.7,24.6,1.4,2.4,0.6,0.2,0.1,1.1931,1.0926,0.094,0.0066,207,BWA,Sub-Saharan Africa
4,Botswana,1970,MF,25,999,70.5,26.4,2.1,2.4,0.6,0.6,0.4,1.341,1.2075,0.114,0.0195,231,BWA,Sub-Saharan Africa
4,Botswana,1975,MF,25,999,58.3,37,7.5,4.1,1.1,0.6,0.4,2.0805,1.8847,0.1761,0.0197,268,BWA,Sub-Saharan Africa
4,Botswana,1980,MF,25,999,54.7,40.5,9.4,4.4,1.3,0.5,0.3,2.2885,2.0895,0.183,0.016,322,BWA,Sub-Saharan Africa
4,Botswana,1985,MF,25,999,46.8,32,9.6,19.3,6,2,1.2,3.8063,2.9442,0.7978,0.0643,395,BWA,Sub-Saharan Africa
4,Botswana,1990,MF,25,999,41.2,17.6,6.4,37.4,14,3.8,2.5,5.4444,3.7243,1.5939,0.1262,481,BWA,Sub-Saharan Africa
4,Botswana,1995,MF,25,999,32.2,14.7,6.4,49,19.3,4,2.6,6.6448,4.4534,2.059,0.1324,580,BWA,Sub-Saharan Africa
4,Botswana,2000,MF,25,999,24.8,14.3,7.1,56.6,23.4,4.3,2.7,7.5334,5.0127,2.3797,0.141,666,BWA,Sub-Saharan Africa
4,Botswana,2005,MF,25,999,20,11.8,6.6,63.9,26.4,4.3,2.7,8.2202,5.4196,2.6607,0.1399,670,BWA,Sub-Saharan Africa
4,Botswana,2010,MF,25,999,15.6,8.9,5.8,71.3,28.8,4.2,2.6,8.8579,5.7974,2.924,0.1364,668,BWA,Sub-Saharan Africa
6,Burundi,1950,MF,25,999,95.3,4.5,1.4,0.2,0.1,0,0,0.2311,0.2209,0.0095,0,984,BDI,Sub-Saharan Africa
6,Burundi,1955,MF,25,999,94.5,5.2,1.7,0.3,0.1,0,0,0.2744,0.2608,0.0127,0,1039,BDI,Sub-Saharan Africa
6,Burundi,1960,MF,25,999,92.5,7,2.3,0.4,0.2,0,0,0.3796,0.3579,0.0201,0.0016,1108,BDI,Sub-Saharan Africa
6,Burundi,1965,MF,25,999,89.9,9.4,3.3,0.7,0.3,0.1,0.1,0.5347,0.497,0.0345,0.0033,1176,BDI,Sub-Saharan Africa
6,Burundi,1970,MF,25,999,87.6,11.4,4.2,0.9,0.4,0.1,0.1,0.6699,0.6185,0.0468,0.0046,1256,BDI,Sub-Saharan Africa
6,Burundi,1975,MF,25,999,84.7,13.7,5.4,1.4,0.6,0.2,0.2,0.8664,0.7843,0.0742,0.0079,1239,BDI,Sub-Saharan Africa
6,Burundi,1980,MF,25,999,81.5,16.2,7,1.9,0.9,0.3,0.2,1.0869,0.9714,0.1044,0.0112,1415,BDI,Sub-Saharan Africa
6,Burundi,1985,MF,25,999,78.3,18.9,8.7,2.3,1.1,0.5,0.3,1.3089,1.1612,0.1315,0.0162,1736,BDI,Sub-Saharan Africa
6,Burundi,1990,MF,25,999,76.7,20.2,9.9,2.5,1.2,0.6,0.4,1.4375,1.2713,0.1471,0.0191,2026,BDI,Sub-Saharan Africa
6,Burundi,1995,MF,25,999,74.3,21.9,11.2,3.2,1.6,0.6,0.4,1.5788,1.3818,0.1787,0.0183,2111,BDI,Sub-Saharan Africa
6,Burundi,2000,MF,25,999,70.9,24.5,13,4,2,0.6,0.4,1.8284,1.596,0.214,0.0185,2061,BDI,Sub-Saharan Africa
6,Burundi,2005,MF,25,999,63.6,30.7,17.1,5.1,2.7,0.6,0.4,2.2709,1.9695,0.2818,0.0196,2449,BDI,Sub-Saharan Africa
6,Burundi,2010,MF,25,999,57.3,35.6,20.9,6.2,3.4,0.9,0.6,2.6859,2.2861,0.3711,0.0288,3118,BDI,Sub-Saharan Africa
7,Cameroon,1950,MF,25,999,87.1,12.2,3.8,0.7,0.3,0,0,0.5606,0.5214,0.0376,0.0016,1860,CMR,Sub-Saharan Africa
7,Cameroon,1955,MF,25,999,85.4,13.7,4.4,0.8,0.3,0.1,0,0.6471,0.5974,0.0476,0.002,2014,CMR,Sub-Saharan Africa
7,Cameroon,1960,MF,25,999,82.3,16.2,5.3,1.4,0.6,0.1,0.1,0.8195,0.7361,0.0798,0.0036,2193,CMR,Sub-Saharan Africa
7,Cameroon,1965,MF,25,999,79.7,18.3,6.4,1.9,0.7,0.1,0.1,0.9741,0.8619,0.1074,0.0049,2401,CMR,Sub-Saharan Africa
7,Cameroon,1970,MF,25,999,75.1,21.4,7.9,3.3,1.3,0.2,0.1,1.2836,1.0908,0.1856,0.0071,2652,CMR,Sub-Saharan Africa
7,Cameroon,1975,MF,25,999,71.3,24,9.5,4.4,1.8,0.3,0.2,1.5491,1.2879,0.2514,0.0097,2940,CMR,Sub-Saharan Africa
7,Cameroon,1980,MF,25,999,63.1,29.5,12.6,7.1,3.1,0.3,0.2,2.1093,1.7036,0.3963,0.0094,3303,CMR,Sub-Saharan Africa
7,Cameroon,1985,MF,25,999,53.7,36,16.3,9.9,4.6,0.4,0.2,2.761,2.1879,0.5606,0.0124,3691,CMR,Sub-Saharan Africa
7,Cameroon,1990,MF,25,999,45.1,41.1,19.7,13.2,6.4,0.6,0.4,3.426,2.65,0.7577,0.0183,4213,CMR,Sub-Saharan Africa
7,Cameroon,1995,MF,25,999,36.9,45.7,23.2,16.5,8.2,0.9,0.6,4.1097,3.1104,0.9694,0.0299,4806,CMR,Sub-Saharan Africa
7,Cameroon,2000,MF,25,999,29.1,49.8,26.4,19.8,10,1.3,0.9,4.779,3.5525,1.1829,0.0437,5433,CMR,Sub-Saharan Africa
7,Cameroon,2005,MF,25,999,22.4,52.9,29.4,23,12.1,1.7,1.1,5.4158,3.9538,1.405,0.057,6091,CMR,Sub-Saharan Africa
7,Cameroon,2010,MF,25,999,18.2,53.8,31.2,25.5,13.7,2.4,1.6,5.9067,4.2261,1.6004,0.0801,6901,CMR,Sub-Saharan Africa
9,Central African Republic,1950,MF,25,999,90.1,9.3,2.9,0.3,0.1,0.1,0.1,0.4122,0.3882,0.021,0.0031,604,CAF,Sub-Saharan Africa
9,Central African Republic,1955,MF,25,999,90.1,9.3,3,0.3,0.1,0.1,0.1,0.4151,0.3904,0.0215,0.0032,632,CAF,Sub-Saharan Africa
9,Central African Republic,1960,MF,25,999,89.7,9.6,3.1,0.4,0.2,0.1,0.1,0.4442,0.412,0.0285,0.0038,667,CAF,Sub-Saharan Africa
9,Central African Republic,1965,MF,25,999,88.8,10.4,3.6,0.5,0.2,0.1,0.1,0.4974,0.4583,0.0348,0.0043,717,CAF,Sub-Saharan Africa
9,Central African Republic,1970,MF,25,999,87.6,11.1,4.1,1,0.4,0.2,0.1,0.5933,0.5246,0.0634,0.0053,780,CAF,Sub-Saharan Africa
9,Central African Republic,1975,MF,25,999,85.3,13,5.1,1.5,0.6,0.2,0.1,0.7459,0.6469,0.0925,0.0065,828,CAF,Sub-Saharan Africa
9,Central African Republic,1980,MF,25,999,82,14.7,6.2,2.7,1.2,0.5,0.3,1.016,0.8194,0.18,0.0166,916,CAF,Sub-Saharan Africa
9,Central African Republic,1985,MF,25,999,76.8,17.2,7.8,4.7,2.2,1.2,0.7,1.4789,1.105,0.336,0.038,1048,CAF,Sub-Saharan Africa
9,Central African Republic,1990,MF,25,999,71.2,19.6,9.4,7.4,3.6,2.1,1.3,2.0499,1.4359,0.546,0.068,1145,CAF,Sub-Saharan Africa
9,Central African Republic,1995,MF,25,999,67.1,20.9,10.6,10.1,5,1.9,1.3,2.4147,1.6632,0.6879,0.0635,1284,CAF,Sub-Saharan Africa
9,Central African Republic,2000,MF,25,999,61.6,24,12.7,12.5,6.3,1.9,1.2,2.839,1.9604,0.817,0.0616,1390,CAF,Sub-Saharan Africa
9,Central African Republic,2005,MF,25,999,56.6,27.1,15,14.4,7.5,1.9,1.2,3.234,2.238,0.9337,0.0624,1452,CAF,Sub-Saharan Africa
9,Central African Republic,2010,MF,25,999,53.3,28.8,16.6,16,8.6,1.9,1.2,3.5361,2.4381,1.0342,0.0638,1561,CAF,Sub-Saharan Africa
12,Congo,1950,MF,25,999,91,8,1.8,0.9,0.3,0.1,0.1,0.4138,0.3564,0.054,0.0033,333,COG,Sub-Saharan Africa
12,Congo,1955,MF,25,999,90.7,8.2,1.9,1,0.3,0.1,0.1,0.431,0.3687,0.0583,0.004,365,COG,Sub-Saharan Africa
12,Congo,1960,MF,25,999,87.9,10.3,2.6,1.5,0.4,0.2,0.1,0.5878,0.4914,0.0893,0.0071,403,COG,Sub-Saharan Africa
12,Congo,1965,MF,25,999,85.5,12.2,3.2,2,0.5,0.3,0.2,0.724,0.599,0.1154,0.0096,447,COG,Sub-Saharan Africa
12,Congo,1970,MF,25,999,79.7,15.5,4.5,4.1,1.1,0.7,0.4,1.1465,0.8837,0.2413,0.0215,503,COG,Sub-Saharan Africa
12,Congo,1975,MF,25,999,74.7,18.4,5.7,5.9,1.5,1,0.6,1.5176,1.1353,0.3509,0.0314,573,COG,Sub-Saharan Africa
12,Congo,1980,MF,25,999,65.6,20.3,7,12,3.4,2.1,1.2,2.4517,1.662,0.7248,0.065,650,COG,Sub-Saharan Africa
12,Congo,1985,MF,25,999,58.8,21.5,8.5,16.9,5.9,3,1.4,3.2441,2.094,1.063,0.0871,747,COG,Sub-Saharan Africa
12,Congo,1990,MF,25,999,48.3,21.3,8.1,27.1,7.9,3.3,1.7,4.3544,2.705,1.5502,0.0992,862,COG,Sub-Saharan Africa
12,Congo,1995,MF,25,999,43,18.1,6.7,35.6,10,3.3,1.6,5.1265,3.0759,1.9522,0.0984,995,COG,Sub-Saharan Africa
12,Congo,2000,MF,25,999,41.2,14.2,5,41.1,10.7,3.4,1.6,5.548,3.2474,2.2014,0.0993,1159,COG,Sub-Saharan Africa
12,Congo,2005,MF,25,999,36.1,17.4,5.7,43.7,10.2,2.8,1.4,5.8174,3.482,2.2505,0.0848,1322,COG,Sub-Saharan Africa
12,Congo,2010,MF,25,999,31.6,22.2,6.6,43.9,9,2.3,1.2,5.8842,3.6314,2.1847,0.0681,1502,COG,Sub-Saharan Africa
20,Cote dIvoire,1950,MF,25,999,94.8,3.5,1.1,1.2,0.4,0.5,0.3,0.3501,0.2395,0.0943,0.0163,935,CIV,Sub-Saharan Africa
20,Cote dIvoire,1955,MF,25,999,94,4,1.3,1.4,0.5,0.6,0.4,0.4099,0.2778,0.1126,0.0195,1115,CIV,Sub-Saharan Africa
20,Cote dIvoire,1960,MF,25,999,93.1,4.6,1.5,1.7,0.6,0.7,0.5,0.4824,0.3252,0.1339,0.0233,1343,CIV,Sub-Saharan Africa
20,Cote dIvoire,1965,MF,25,999,91.8,5.1,1.8,2.2,0.7,0.9,0.6,0.5946,0.3936,0.1722,0.0288,1618,CIV,Sub-Saharan Africa
20,Cote dIvoire,1970,MF,25,999,90.2,5.9,2.2,2.8,0.9,1.1,0.7,0.728,0.4768,0.2161,0.0351,1998,CIV,Sub-Saharan Africa
20,Cote dIvoire,1975,MF,25,999,88,6.7,2.7,4,1.3,1.3,0.8,0.9336,0.6002,0.2912,0.0422,2437,CIV,Sub-Saharan Africa
20,Cote dIvoire,1980,MF,25,999,84,8.3,3.6,6,1.8,1.7,1.1,1.291,0.8192,0.4162,0.0556,3079,CIV,Sub-Saharan Africa
20,Cote dIvoire,1985,MF,25,999,79.4,10.3,4.7,8.3,2.5,2,1.3,1.686,1.0713,0.549,0.0657,3838,CIV,Sub-Saharan Africa
20,Cote dIvoire,1990,MF,25,999,75.2,12,5.9,10.6,3.2,2.1,1.4,2.0401,1.3009,0.6688,0.0704,4567,CIV,Sub-Saharan Africa
20,Cote dIvoire,1995,MF,25,999,68.8,16.5,8.4,11.9,3.5,2.8,1.8,2.4953,1.6271,0.7763,0.0919,5253,CIV,Sub-Saharan Africa
20,Cote dIvoire,2000,MF,25,999,58.4,24.3,12.9,12.9,4.1,4.4,2.8,3.2448,2.1524,0.9468,0.1456,5986,CIV,Sub-Saharan Africa
20,Cote dIvoire,2005,MF,25,999,52.6,27.4,15.3,15.1,5.2,4.8,3.1,3.7352,2.4766,1.1,0.1586,6571,CIV,Sub-Saharan Africa
20,Cote dIvoire,2010,MF,25,999,46.9,30.9,18,17.1,6.9,5,3.2,4.2048,2.7956,1.245,0.1642,7502,CIV,Sub-Saharan Africa
45,Democratic Republic of the Congo,1950,MF,25,999,91.9,7.6,0.6,0.5,0.2,0,0,0.2939,0.2756,0.0183,0,4568,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,1955,MF,25,999,89,10.3,1.1,0.7,0.3,0,0,0.4092,0.384,0.0252,0,5048,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,1960,MF,25,999,86.6,12.4,1.2,1,0.4,0,0,0.5033,0.4671,0.0361,0,5692,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,1965,MF,25,999,83.1,15.6,1.7,1.3,0.5,0,0,0.6419,0.5954,0.0463,0,6459,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,1970,MF,25,999,80.2,18.1,2.1,1.7,0.7,0,0,0.7704,0.708,0.0614,0.001,7453,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,1975,MF,25,999,76.7,20.9,2.7,2.2,0.9,0.1,0.1,0.9363,0.8459,0.0866,0.0038,8564,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,1980,MF,25,999,72.7,23.9,3.4,3,1.3,0.3,0.2,1.1594,1.0176,0.132,0.0097,9833,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,1985,MF,25,999,67.6,27.2,4.2,4.7,2.2,0.5,0.3,1.4787,1.2523,0.2101,0.0163,11175,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,1990,MF,25,999,61.5,29.2,4.9,8.5,4.1,0.7,0.4,1.9768,1.5772,0.3769,0.0226,12864,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,1995,MF,25,999,56.3,27.2,5,15.4,7.7,0.9,0.6,2.6563,1.9506,0.6746,0.0311,15061,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,2000,MF,25,999,51.6,27,5.4,20.1,10.1,1.3,0.8,3.1751,2.2519,0.882,0.0413,16542,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,2005,MF,25,999,49.1,28.6,6.3,20.9,11,1.4,0.9,3.3601,2.3796,0.9362,0.0443,18862,COD,Sub-Saharan Africa
45,Democratic Republic of the Congo,2010,MF,25,999,48.1,28.7,6.8,22,11.8,1.2,0.7,3.47,2.4514,0.9808,0.0378,21866,COD,Sub-Saharan Africa
15,Gabon,1950,MF,25,999,90.4,8.8,2.7,0.7,0.3,0.2,0.1,0.4502,0.3952,0.0482,0.0068,260,GAB,Sub-Saharan Africa
15,Gabon,1955,MF,25,999,90.3,8.8,2.7,0.7,0.3,0.2,0.1,0.4625,0.402,0.053,0.0075,260,GAB,Sub-Saharan Africa
15,Gabon,1960,MF,25,999,89.3,9.5,3.1,0.9,0.4,0.3,0.2,0.5227,0.4472,0.0659,0.0096,261,GAB,Sub-Saharan Africa
15,Gabon,1965,MF,25,999,87.1,11.2,3.8,1.3,0.5,0.4,0.3,0.6629,0.5524,0.0966,0.0139,262,GAB,Sub-Saharan Africa
15,Gabon,1970,MF,25,999,82.6,14,5,2.6,1,0.9,0.6,1.0007,0.7774,0.1946,0.0288,271,GAB,Sub-Saharan Africa
15,Gabon,1975,MF,25,999,77.6,17,6.6,4,1.6,1.4,0.9,1.3781,1.03,0.3034,0.0447,283,GAB,Sub-Saharan Africa
15,Gabon,1980,MF,25,999,67.3,21.6,9.1,7.9,3.5,3.2,2,2.3301,1.5851,0.642,0.103,309,GAB,Sub-Saharan Africa
15,Gabon,1985,MF,25,999,58,25.7,11.5,11.5,5.3,4.8,3.1,3.2113,2.0962,0.9552,0.1598,338,GAB,Sub-Saharan Africa
15,Gabon,1990,MF,25,999,48.6,27.9,13.3,16.5,8,6.9,4.5,4.2565,2.6438,1.3841,0.2287,380,GAB,Sub-Saharan Africa
15,Gabon,1995,MF,25,999,40.4,29.8,15,21,10.5,8.8,5.7,5.1899,3.1324,1.7685,0.2891,427,GAB,Sub-Saharan Africa
15,Gabon,2000,MF,25,999,32.5,31.4,16.5,25.6,12.9,10.5,6.8,6.1051,3.608,2.1503,0.3469,487,GAB,Sub-Saharan Africa
15,Gabon,2005,MF,25,999,24.5,34.9,19.3,28.9,15.1,11.7,7.5,6.8752,4.0624,2.4294,0.3834,544,GAB,Sub-Saharan Africa
15,Gabon,2010,MF,25,999,18.1,37.5,21.5,32.2,17.3,12.2,7.8,7.4996,4.4358,2.6627,0.4012,607,GAB,Sub-Saharan Africa
16,Gambia,1950,MF,25,999,96.1,1.1,0.4,2.7,0.4,0.1,0.1,0.3388,0.2102,0.1238,0.0047,117,GMB,Sub-Saharan Africa
16,Gambia,1955,MF,25,999,95.9,1.1,0.4,2.8,0.5,0.2,0.1,0.3577,0.2205,0.132,0.0052,125,GMB,Sub-Saharan Africa
16,Gambia,1960,MF,25,999,95.8,1.1,0.4,2.9,0.6,0.2,0.1,0.3779,0.2306,0.1409,0.0063,145,GMB,Sub-Saharan Africa
16,Gambia,1965,MF,25,999,95.7,1.1,0.4,3,0.7,0.2,0.1,0.3901,0.2365,0.1465,0.0071,169,GMB,Sub-Saharan Africa
16,Gambia,1970,MF,25,999,95.3,1.2,0.4,3.3,0.8,0.2,0.1,0.4283,0.2597,0.1614,0.0072,192,GMB,Sub-Saharan Africa
16,Gambia,1975,MF,25,999,94.9,1.3,0.5,3.6,1,0.2,0.1,0.4645,0.282,0.176,0.0065,226,GMB,Sub-Saharan Africa
16,Gambia,1980,MF,25,999,92.7,1.7,0.6,5.1,1.3,0.5,0.3,0.6754,0.4031,0.2576,0.0147,261,GMB,Sub-Saharan Africa
16,Gambia,1985,MF,25,999,89.7,2.7,1.1,6.7,1.7,0.9,0.6,0.9487,0.5683,0.3522,0.0282,303,GMB,Sub-Saharan Africa
16,Gambia,1990,MF,25,999,87.1,3.1,1.5,8.3,2,1.5,0.9,1.2347,0.7257,0.461,0.048,368,GMB,Sub-Saharan Africa
16,Gambia,1995,MF,25,999,81.7,3.8,2,12.4,2.8,2.1,1.4,1.7962,1.0453,0.6805,0.0703,444,GMB,Sub-Saharan Africa
16,Gambia,2000,MF,25,999,79.7,4.2,2.6,13.9,2.9,2.2,1.4,1.9848,1.1684,0.7445,0.0718,531,GMB,Sub-Saharan Africa
16,Gambia,2005,MF,25,999,76.5,3.7,2.6,17.7,3.4,2.1,1.3,2.3447,1.375,0.9011,0.0685,621,GMB,Sub-Saharan Africa
16,Gambia,2010,MF,25,999,72.9,3.1,2.4,22.1,3.9,1.9,1.2,2.7853,1.6023,1.1201,0.0629,715,GMB,Sub-Saharan Africa
17,Ghana,1950,MF,25,999,87.6,11.1,3.4,0.8,0.2,0.5,0.3,0.6155,0.5159,0.0824,0.0172,1872,GHA,Sub-Saharan Africa
17,Ghana,1955,MF,25,999,86.9,11.6,3.7,1,0.2,0.6,0.4,0.6651,0.5512,0.0943,0.0195,2199,GHA,Sub-Saharan Africa
17,Ghana,1960,MF,25,999,86.2,12.1,4,1.1,0.2,0.7,0.4,0.7218,0.59,0.1089,0.023,2578,GHA,Sub-Saharan Africa
17,Ghana,1965,MF,25,999,81.3,11.3,3.9,6.8,1.3,0.5,0.3,1.3171,0.8976,0.4023,0.0171,2970,GHA,Sub-Saharan Africa
17,Ghana,1970,MF,25,999,77.7,5.8,2.1,16.1,3.3,0.4,0.3,2.1404,1.2284,0.899,0.013,3272,GHA,Sub-Saharan Africa
17,Ghana,1975,MF,25,999,71.2,6.4,2.6,21.7,4.6,0.7,0.4,2.8627,1.6137,1.2269,0.0221,3737,GHA,Sub-Saharan Africa
17,Ghana,1980,MF,25,999,65.3,6.5,2.8,27,6.2,1.2,0.7,3.5695,1.9719,1.5594,0.0381,4103,GHA,Sub-Saharan Africa
17,Ghana,1985,MF,25,999,57.1,7.9,3.6,33.2,8.2,1.8,1.1,4.4551,2.4473,1.9494,0.0585,4832,GHA,Sub-Saharan Africa
17,Ghana,1990,MF,25,999,50.2,8.4,4.1,38.9,10.4,2.5,1.6,5.2643,2.8566,2.3258,0.0819,5610,GHA,Sub-Saharan Africa
17,Ghana,1995,MF,25,999,44.2,9.6,4.9,43,12.6,3.2,2.1,5.9411,3.2078,2.6275,0.1058,6524,GHA,Sub-Saharan Africa
17,Ghana,2000,MF,25,999,39.5,12.8,6.8,43.6,15.3,4.2,2.7,6.3087,3.4522,2.7194,0.1372,7569,GHA,Sub-Saharan Africa
17,Ghana,2005,MF,25,999,36.2,13.8,7.7,46.6,16.4,3.4,2.1,6.537,3.644,2.7828,0.1103,8758,GHA,Sub-Saharan Africa
17,Ghana,2010,MF,25,999,32.2,13.9,8.1,50.6,17.6,3.2,2,6.9992,3.889,3.0053,0.1049,10208,GHA,Sub-Saharan Africa
21,Kenya,1950,MF,25,999,83.8,14.5,5.2,1.5,0.2,0.3,0.2,0.9082,0.816,0.0826,0.0097,2510,KEN,Sub-Saharan Africa
21,Kenya,1955,MF,25,999,80.8,17.1,6.3,1.8,0.2,0.3,0.2,1.067,0.9634,0.0931,0.0105,2752,KEN,Sub-Saharan Africa
21,Kenya,1960,MF,25,999,77.3,20.4,7.6,2,0.2,0.3,0.2,1.2531,1.1409,0.1023,0.0099,3057,KEN,Sub-Saharan Africa
21,Kenya,1965,MF,25,999,77.6,19.7,7.4,2.3,0.2,0.4,0.3,1.2699,1.1374,0.1192,0.0132,3361,KEN,Sub-Saharan Africa
21,Kenya,1970,MF,25,999,75.9,20.5,8.6,3.1,0.3,0.5,0.3,1.4469,1.2705,0.16,0.0164,3679,KEN,Sub-Saharan Africa
21,Kenya,1975,MF,25,999,68.1,26.5,11.6,4.7,0.5,0.7,0.5,1.981,1.7147,0.2424,0.0238,4209,KEN,Sub-Saharan Africa
21,Kenya,1980,MF,25,999,58.6,32.2,16.4,7,0.6,1.3,0.8,2.6925,2.28,0.3706,0.0419,5013,KEN,Sub-Saharan Africa
21,Kenya,1985,MF,25,999,52.2,36.3,22,10,0.6,1.5,1,3.3978,2.8445,0.5032,0.05,6041,KEN,Sub-Saharan Africa
21,Kenya,1990,MF,25,999,44.3,40.6,28.6,13.2,0.7,1.8,1.2,4.1846,3.4751,0.6508,0.0587,7315,KEN,Sub-Saharan Africa
21,Kenya,1995,MF,25,999,33.3,48.6,37.9,16,0.7,2,1.3,5.1405,4.2957,0.778,0.0668,8900,KEN,Sub-Saharan Africa
21,Kenya,2000,MF,25,999,25,53.6,44.8,19.1,0.7,2.3,1.5,5.9345,4.9422,0.9165,0.0757,10335,KEN,Sub-Saharan Africa
21,Kenya,2005,MF,25,999,20,55.1,48.5,22.1,0.7,2.8,1.8,6.4694,5.3676,1.0115,0.0904,11744,KEN,Sub-Saharan Africa
21,Kenya,2010,MF,25,999,16.2,54.5,50,26.2,0.6,3.2,2,6.953,5.7111,1.1379,0.1039,13946,KEN,Sub-Saharan Africa
22,Lesotho,1950,MF,25,999,53.1,45.9,5,1,0.4,0,0,2.1579,2.1173,0.0391,0.0015,302,LSO,Sub-Saharan Africa
22,Lesotho,1955,MF,25,999,48.3,50.5,5.6,1.2,0.5,0.1,0,2.3926,2.3427,0.048,0.0019,315,LSO,Sub-Saharan Africa
22,Lesotho,1960,MF,25,999,43.3,55.2,6.5,1.5,0.6,0.1,0,2.6527,2.5908,0.0597,0.0022,328,LSO,Sub-Saharan Africa
22,Lesotho,1965,MF,25,999,41.1,57.2,7.1,1.6,0.6,0.1,0.1,2.7756,2.7066,0.0657,0.0033,350,LSO,Sub-Saharan Africa
22,Lesotho,1970,MF,25,999,35.3,61.8,8.4,2.9,1.1,0.1,0.1,3.1549,3.0395,0.1127,0.0026,374,LSO,Sub-Saharan Africa
22,Lesotho,1975,MF,25,999,34.3,61.1,9.1,4.6,1.9,0.1,0.1,3.3681,3.184,0.1809,0.0032,412,LSO,Sub-Saharan Africa
22,Lesotho,1980,MF,25,999,30.1,63.6,10.2,6.3,2.8,0.1,0.1,3.7158,3.463,0.2489,0.0039,458,LSO,Sub-Saharan Africa
22,Lesotho,1985,MF,25,999,26.5,65.1,11.8,8.1,3.7,0.3,0.2,4.0868,3.7461,0.3307,0.0099,523,LSO,Sub-Saharan Africa
