Economy,Year,Ease of Doing Business Rank,Starting a Business - Rank,Starting a Business - Procedures (number),Starting a Business - Time (days),Starting a Business - Cost (% of income per capita),Starting a Business - Paid-in Min. Capital (% of income per capita),Dealing with Construction Permits - Rank,Dealing with Construction Permits - Procedures (number),Dealing with Construction Permits - Time (days),Dealing with Construction Permits - Cost (% of income per capita),Getting Electricity - Rank,Getting Electricity - Procedures (number),Getting Electricity - Time (days),Getting Electricity - Cost (% of income per capita),Registering Property - Rank,Registering Property - Procedures (number),Registering Property - Time (days),Registering Property - Cost (% of property value),Getting Credit - Rank,Getting Credit - Strength of legal rights index (0-10),Getting Credit - Depth of credit information index (0-6),Getting Credit - Public registry coverage (% of adults),Getting Credit - Private bureau coverage (% of adults),Protecting Investors - Rank,Protecting Investors - Extent of disclosure index (0-10),Protecting Investors - Extent of director liability index (0-10),Protecting Investors - Ease of shareholder suits index (0-10),Protecting Investors - Strength of investor protection index (0-10),Paying Taxes - Rank,Paying Taxes - Payments (number per year),Paying Taxes - Time (hours per year),Paying Taxes - Profit tax (%),Paying Taxes - Labor tax and contributions (%),Paying Taxes - Other taxes (%),Paying Taxes - Total tax rate (% profit),Trading Across Borders - Rank,Trading Across Borders - Documents to export (number),Trading Across Borders - Time to export (days),Trading Across Borders - Cost to export (US$ per container),Trading Across Borders - Documents to import (number),Trading Across Borders - Time to import (days),Trading Across Borders - Cost to import (US$ per container),Enforcing Contracts - Rank,Enforcing Contracts - Time (days),Enforcing Contracts - Cost (% of claim),Enforcing Contracts - Procedures (number),Resolving Insolvency - Rank,Resolving Insolvency - Time (years),Resolving Insolvency - Cost (% of estate),Resolving Insolvency - Recovery rate (cents on the dollar)
St. Kitts and Nevis,DB2006,..,..,7,19,26.8,50,..,11,139,4.8,..,..,..,..,..,6,81,13.3,..,7,0,..,..,..,4,8,7,6.3,..,24,172,..,..,..,52.6,..,5,15,750,5,17,"1,956",..,578,20.5,47,..,no practice,no practice,0
St. Kitts and Nevis,DB2007,..,..,7,19,24.4,0,..,11,139,4.4,..,..,..,..,..,6,81,13.3,..,7,0,0,0,..,4,8,7,6.3,..,24,172,..,..,..,52.6,..,5,15,750,5,17,"1,956",..,578,20.5,47,..,no practice,no practice,0
St. Kitts and Nevis,DB2008,..,..,7,19,20.7,0,..,11,139,4.1,..,..,..,..,..,6,81,13.3,..,7,0,0,0,..,4,8,7,6.3,..,24,172,..,..,..,52.6,..,5,15,750,5,17,"1,956",..,578,20.5,47,..,no practice,no practice,0
St. Kitts and Nevis,DB2009,..,..,7,19,11.9,0,..,11,139,3.7,..,..,..,..,..,6,81,13.3,..,7,0,0,0,..,4,8,7,6.3,..,24,172,..,..,..,52.7,..,5,12,850,5,14,"2,138",..,578,20.5,47,..,no practice,no practice,0
St. Kitts and Nevis,DB2010,..,..,7,19,11.3,0,..,11,139,3.5,..,5,18,377.6,..,6,81,13.3,..,7,0,0,0,..,4,8,7,6.3,..,24,155,..,..,..,52.7,..,5,12,850,5,13,"2,138",..,578,20.5,47,..,no practice,no practice,0
St. Kitts and Nevis,DB2011,84,53,7,19,11.3,0,15,11,139,6.7,31,5,18,377.1,162,6,81,13.3,116,7,0,0,0,28,4,8,7,6.3,101,24,155,..,..,..,52.7,46,5,12,850,5,13,"2,138",114,578,20.5,47,183,no practice,no practice,0
St. Kitts and Nevis,DB2012,95,64,7,19,11.5,0,16,11,139,6.8,33,5,18,383.5,164,6,81,13.3,126,7,0,0,0,29,4,8,7,6.3,133,36,203,32.7,11.3,8.8,52.7,44,5,11,850,5,12,"2,138",114,578,20.5,47,183,no practice,no practice,0
St. Lucia,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
St. Lucia,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
St. Lucia,DB2006,..,..,6,20,27.9,0,..,7,126,35.8,..,..,..,..,..,8,17,7.4,..,8,0,..,..,..,4,8,7,6.3,..,32,71,..,..,..,35.7,..,5,18,"1,550",8,21,"2,595",..,635,37.3,47,..,2,9,42.2
St. Lucia,DB2007,..,..,6,20,25.9,0,..,7,126,33.3,..,..,..,..,..,8,17,7.4,..,8,0,0,0,..,4,8,7,6.3,..,32,71,..,..,..,34,..,5,18,"1,550",8,21,"2,595",..,635,37.3,47,..,2,9,42.2
St. Lucia,DB2008,..,..,6,20,23.7,0,..,7,126,30.4,..,..,..,..,..,8,17,7.4,..,8,0,0,0,..,4,8,7,6.3,..,32,71,..,..,..,34,..,5,18,"1,550",8,21,"2,595",..,635,37.3,47,..,2,9,41.8
St. Lucia,DB2009,..,..,6,20,22.6,0,..,7,125,28.9,..,..,..,..,..,8,17,7.4,..,8,0,0,0,..,4,8,7,6.3,..,32,61,..,..,..,34,..,5,15,"1,600",8,18,"2,645",..,635,37.3,47,..,2,9,42.9
St. Lucia,DB2010,..,..,5,14,21.8,0,..,7,125,28.2,..,4,25,195.3,..,8,17,7.4,..,8,0,0,0,..,4,8,7,6.3,..,32,92,..,..,..,34.4,..,5,14,"1,600",8,18,"2,645",..,635,37.3,47,..,2,9,42.9
St. Lucia,DB2011,48,42,5,14,23.8,0,13,7,125,30.7,12,4,25,212.6,108,8,17,7.4,96,8,0,0,0,28,4,8,7,6.3,48,32,92,..,..,..,34,108,5,14,"1,700",8,18,"2,745",166,635,37.3,47,53,2,9,41.5
St. Lucia,DB2012,52,53,5,15,24.4,0,13,7,125,31.6,13,4,25,241,115,8,17,7.4,98,8,0,0,0,29,4,8,7,6.3,52,32,92,25.9,5.6,2.9,34.4,110,5,14,"1,700",8,18,"2,745",165,635,37.3,47,58,2,9,41.7
St. Vincent and the Grenadines,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
St. Vincent and the Grenadines,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
St. Vincent and the Grenadines,DB2006,..,..,8,12,35.7,0,..,8,112,8.4,..,..,..,..,..,7,38,11.9,..,7,0,..,..,..,4,8,7,6.3,..,36,76,..,..,..,45,..,5,15,"1,075",4,15,"1,605",..,394,30.3,45,..,no practice,no practice,0
St. Vincent and the Grenadines,DB2007,..,..,8,12,33.8,0,..,8,112,7.9,..,..,..,..,..,7,38,11.9,..,7,0,0,0,..,4,8,7,6.3,..,36,76,..,..,..,45,..,5,15,"1,075",4,15,"1,605",..,394,30.3,45,..,no practice,no practice,0
St. Vincent and the Grenadines,DB2008,..,..,8,12,29.2,0,..,8,112,6.8,..,..,..,..,..,7,38,11.9,..,7,0,0,0,..,4,8,7,6.3,..,36,76,..,..,..,45,..,5,15,"1,075",4,15,"1,605",..,394,30.3,45,..,no practice,no practice,0
St. Vincent and the Grenadines,DB2009,..,..,8,12,26.8,0,..,8,112,6.3,..,..,..,..,..,7,38,11.9,..,7,0,0,0,..,4,8,7,6.3,..,40,117,..,..,..,42.6,..,5,12,"1,075",4,12,"1,605",..,394,30.3,45,..,no practice,no practice,0
St. Vincent and the Grenadines,DB2010,..,..,7,11,21,0,..,8,112,5.2,..,3,52,459.6,..,7,38,11.9,..,7,0,0,0,..,4,8,7,6.3,..,36,111,..,..,..,41,..,5,12,"1,075",4,12,"1,605",..,394,30.3,45,..,no practice,no practice,0
St. Vincent and the Grenadines,DB2011,66,48,7,10,21.2,0,4,8,112,11.7,19,3,52,280.7,138,7,38,11.9,116,7,0,0,0,28,4,8,7,6.3,71,36,111,..,..,..,38.7,42,5,12,"1,075",4,12,"1,605",103,394,30.3,45,183,no practice,no practice,0
St. Vincent and the Grenadines,DB2012,75,58,7,10,22.3,0,6,8,112,12.2,21,3,52,307.9,141,7,38,11.9,126,7,0,0,0,29,4,8,7,6.3,73,36,111,30.2,5.1,3.4,38.7,38,5,12,"1,075",4,12,"1,605",101,394,30.3,45,183,no practice,no practice,0
Sudan,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Sudan,DB2005,..,..,10,39,78.2,0,..,..,..,..,..,..,..,..,..,6,9,3.6,..,4,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,810,19.8,54,..,2,20,29.5
Sudan,DB2006,..,..,10,39,68.1,0,..,16,270,197,..,..,..,..,..,6,9,3.6,..,4,0,0,0,..,0,6,4,3.3,..,42,180,..,..,..,49.7,..,7,56,"1,870",7,83,"1,970",..,810,19.8,54,..,2,20,32.3
Sudan,DB2007,..,..,10,39,58.6,0,..,16,270,166.2,..,..,..,..,..,6,9,3.3,..,4,0,0,0,..,0,6,4,3.3,..,42,180,..,..,..,36.1,..,7,56,"1,870",7,83,"1,970",..,810,19.8,53,..,2,20,32.5
Sudan,DB2008,..,..,10,39,57.9,0,..,16,270,"11,597.00",..,..,..,..,..,6,9,3.2,..,4,0,0,0,..,0,6,4,3.3,..,42,180,..,..,..,36.1,..,7,39,"1,700",7,54,"2,300",..,810,19.8,53,..,2,20,31.5
Sudan,DB2009,..,..,10,39,50.8,0,..,16,270,"9,360.20",..,..,..,..,..,6,9,3.1,..,4,0,0,0,..,0,6,4,3.3,..,42,180,..,..,..,36.1,..,7,35,"2,050",7,49,"2,900",..,810,19.8,53,..,2,20,32.1
Sudan,DB2010,..,..,10,36,36,0,..,16,270,107.8,..,..,..,..,..,6,9,3,..,4,0,0,0,..,0,6,4,3.3,..,42,180,..,..,..,36.1,..,7,32,"2,050",7,46,"2,900",..,810,19.8,53,..,2,20,32.1
Sudan,DB2011,135,123,10,36,33.6,0,127,16,270,100.1,104,5,70,"4,091.00",40,6,9,3,152,4,0,0,0,153,0,6,4,3.3,99,42,180,..,..,..,36.1,151,7,32,"2,050",7,46,"2,900",146,810,19.8,53,84,2,20,32.3
Sudan,DB2012,135,126,10,36,31.4,0,130,16,270,88,107,5,70,"3,949.30",41,6,9,3,166,4,0,0,0,155,0,6,4,3.3,103,42,180,13.8,19.2,3.1,36.1,151,7,32,"2,050",7,46,"2,900",148,810,19.8,53,84,2,20,33.2
Suriname,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Suriname,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Suriname,DB2006,..,..,13,694,179.7,1.7,..,11,461,228.3,..,..,..,..,..,4,193,13.7,..,5,0,..,..,..,1,0,5,2,..,17,199,..,..,..,27.9,..,8,25,905,6,25,815,..,"1,715",37.1,44,..,5,30,6.9
Suriname,DB2007,..,..,13,694,153.8,1.4,..,11,461,196.3,..,..,..,..,..,4,193,13.7,..,5,0,0,0,..,1,0,5,2,..,17,199,..,..,..,27.9,..,8,25,905,6,25,815,..,"1,715",37.1,44,..,5,30,6.9
Suriname,DB2008,..,..,13,694,141.8,1.1,..,11,461,158,..,..,..,..,..,4,193,13.7,..,5,0,0,0,..,1,0,5,2,..,17,199,..,..,..,27.9,..,8,25,905,6,25,815,..,"1,715",37.1,44,..,5,30,7.4
Suriname,DB2009,..,..,13,694,125.2,0.8,..,11,461,105.7,..,..,..,..,..,4,193,13.9,..,5,0,0,0,..,1,0,5,2,..,17,199,..,..,..,27.9,..,8,25,975,6,25,885,..,"1,715",37.1,44,..,5,30,8.1
Suriname,DB2010,..,..,13,694,117.1,0.6,..,11,461,95.7,..,4,128,903.9,..,6,197,13.8,..,5,0,0,0,..,1,0,5,2,..,17,199,..,..,..,27.9,..,8,25,975,6,25,885,..,"1,715",37.1,44,..,5,30,8.1
Suriname,DB2011,153,172,13,694,119.9,0.6,97,11,461,88.9,37,4,58,795.3,168,6,197,13.8,139,5,0,0,0,181,1,0,5,2,32,17,199,..,..,..,27.9,99,8,25,995,6,25,945,178,"1,715",37.1,44,154,5,30,8.7
Suriname,DB2012,158,173,13,694,115,0.5,98,11,461,72,38,4,58,647.1,170,6,197,13.8,159,5,0,0,0,181,1,0,5,2,34,17,199,27.9,0,0,27.9,105,8,25,995,6,25,"1,065",178,"1,715",37.1,44,157,5,30,8.6
Swaziland,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Swaziland,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Swaziland,DB2006,..,..,12,60,43.2,0.7,..,13,95,161.9,..,..,..,..,..,9,44,7.1,..,6,5,..,..,..,0,1,5,2,..,33,104,..,..,..,36.6,..,9,21,"1,798",9,32,"1,820",..,972,56.1,40,..,2,15,37.3
Swaziland,DB2007,..,..,12,60,41.1,0.6,..,13,95,154,..,..,..,..,..,9,44,7.1,..,6,5,0,39,..,0,1,5,2,..,33,104,..,..,..,36.6,..,9,21,"1,798",9,32,"1,820",..,972,56.1,40,..,2,15,37.3
Swaziland,DB2008,..,..,12,60,38.7,0.6,..,13,95,145,..,..,..,..,..,9,44,7.1,..,6,5,0,37.6,..,0,1,5,2,..,33,104,..,..,..,36.6,..,9,21,"1,798",9,32,"1,820",..,972,56.1,40,..,2,15,36
Swaziland,DB2009,..,..,12,60,35.1,0.6,..,13,95,138.4,..,..,..,..,..,9,44,7.1,..,6,5,0,43.5,..,0,1,5,2,..,33,104,..,..,..,36.6,..,9,21,"2,184",9,32,"2,249",..,972,56.1,40,..,2,15,34.9
Swaziland,DB2010,..,..,12,60,33.9,0.5,..,13,95,133.8,..,6,137,"1,526.70",..,9,44,7.1,..,6,5,0,42.3,..,0,1,5,2,..,33,104,..,..,..,36.6,..,9,21,"2,184",9,32,"2,249",..,972,56.1,40,..,2,15,34.9
Swaziland,DB2011,123,157,12,56,33,0.5,48,13,95,130,161,6,137,"1,472.20",161,9,44,7.1,45,6,5,0,35.7,120,2,5,6,4.3,54,33,104,..,..,..,36.8,144,9,18,"1,754",9,27,"1,849",170,972,56.1,40,67,2,15,37.6
Swaziland,DB2012,124,161,12,56,29.2,0.5,47,13,95,115.2,158,6,137,"1,302.00",128,9,21,7.1,48,6,5,0,43.2,122,2,5,6,4.3,60,33,104,28.1,4,4.7,36.8,148,9,18,"1,855",9,27,"2,030",171,972,56.1,40,69,2,15,38.2
Sweden,DB2004,..,..,3,15,0.7,38.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,508,31.3,30,..,2,9,81
Sweden,DB2005,..,..,3,15,0.7,36.9,..,..,..,..,..,..,..,..,..,2,15,3,..,5,4,0,98,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,508,31.3,30,..,2,9,72.3
Sweden,DB2006,..,..,3,15,0.7,35,..,7,116,95.1,..,..,..,..,..,2,15,3,..,7,4,0,100,..,2,4,7,4.3,..,4,122,..,..,..,54.9,..,3,8,561,3,6,619,..,508,31.3,30,..,2,9,74.9
Sweden,DB2007,..,..,3,15,0.7,33.7,..,7,116,91.7,..,..,..,..,..,2,15,3,..,7,4,0,100,..,6,4,7,5.7,..,4,122,..,..,..,54.9,..,3,8,561,3,6,619,..,508,31.3,30,..,2,9,75.7
Sweden,DB2008,..,..,3,15,0.6,31.1,..,7,116,84.6,..,..,..,..,..,2,15,3,..,7,4,0,100,..,6,4,7,5.7,..,4,122,..,..,..,54.5,..,3,8,561,3,6,619,..,508,31.3,30,..,2,9,74.7
Sweden,DB2009,..,..,3,15,0.6,30.3,..,7,116,82.3,..,..,..,..,..,2,15,3,..,7,4,0,100,..,6,4,7,5.7,..,4,122,..,..,..,54.5,..,3,8,697,3,6,735,..,508,31.3,30,..,2,9,75.1
Sweden,DB2010,..,..,3,15,0.6,28.5,..,7,116,83.3,..,3,52,21.1,..,2,15,3,..,7,4,0,100,..,6,4,7,5.7,..,4,122,..,..,..,54.6,..,3,8,697,3,6,735,..,508,31.2,30,..,2,9,75.1
Sweden,DB2011,9,40,3,15,0.6,14.7,23,7,116,85.9,6,3,52,21.8,16,1,7,3,45,7,4,0,100,28,8,4,7,6.3,47,4,122,..,..,..,52.8,7,3,8,697,3,6,735,52,508,31.2,30,18,2,9,77.3
Sweden,DB2012,14,46,3,15,0.6,14,23,7,116,81.6,8,3,52,20.7,19,1,7,4.3,48,7,4,0,100,29,8,4,7,6.3,50,4,122,15.7,35.5,1.6,52.8,8,3,8,697,3,6,735,54,508,31.2,30,19,2,9,75.8
Switzerland,DB2004,..,..,6,20,8.6,16.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,417,21.2,32,..,3,4,46.4
Switzerland,DB2005,..,..,6,18,8.6,16.6,..,..,..,..,..,..,..,..,..,4,16,1.4,..,8,5,0,23.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,417,21.2,32,..,3,4,46.8
Switzerland,DB2006,..,..,6,18,8.7,15.7,..,13,154,46.7,..,..,..,..,..,4,16,0.4,..,8,5,0,23.3,..,0,5,4,3,..,20,63,..,..,..,29.9,..,4,8,"1,238",5,9,"1,333",..,417,21.2,32,..,3,4,46.9
Switzerland,DB2007,..,..,6,18,2.2,15.1,..,13,154,45.1,..,..,..,..,..,4,16,0.4,..,8,5,0,24.5,..,0,5,4,3,..,19,63,..,..,..,28.8,..,4,8,"1,238",5,9,"1,333",..,417,21.2,32,..,3,4,47.1
Switzerland,DB2008,..,..,6,18,2.1,13.9,..,13,154,41.5,..,..,..,..,..,4,16,0.4,..,8,5,0,24,..,0,5,4,3,..,19,63,..,..,..,29.1,..,4,8,"1,238",5,9,"1,333",..,417,21.2,32,..,3,4,47.1
Switzerland,DB2009,..,..,6,18,2.1,27.6,..,13,154,41.1,..,..,..,..,..,4,16,0.4,..,8,5,0,22.5,..,0,5,4,3,..,19,63,..,..,..,28.9,..,4,8,"1,537",5,9,"1,505",..,417,24,32,..,3,4,46.8
Switzerland,DB2010,..,..,6,18,2,26.4,..,13,154,39.4,..,3,39,68.8,..,4,16,0.4,..,8,5,0,22.5,..,0,5,4,3,..,19,63,..,..,..,29.7,..,4,8,"1,537",5,9,"1,540",..,417,24,32,..,3,4,46.8
Switzerland,DB2011,22,77,6,18,2.1,27.2,46,13,154,40.5,7,3,39,70.7,14,4,16,0.4,21,8,5,0,22.3,166,0,5,4,3,13,19,63,..,..,..,30.1,43,4,8,"1,537",5,9,"1,540",27,417,24,32,42,3,4,47.5
Switzerland,DB2012,26,85,6,18,2.1,26.9,46,13,154,40.1,6,3,39,62.7,14,4,16,0.4,24,8,5,0,27.3,166,0,5,4,3,12,19,63,8.9,17.5,3.6,30.1,41,4,8,"1,537",5,9,"1,540",23,390,24,32,43,3,4,47.5
Syrian Arab Republic,DB2004,..,..,12,43,34.5,"5,109.40",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,872,29.3,55,..,4.1,9,28.4
Syrian Arab Republic,DB2005,..,..,12,43,34.2,"5,053.90",..,..,..,..,..,..,..,..,..,4,27,30.8,..,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,872,29.3,55,..,4.1,9,28.4
Syrian Arab Republic,DB2006,..,..,12,43,34.5,"5,111.90",..,23,104,901.2,..,..,..,..,..,4,27,30.8,..,1,0,0,0,..,6,5,2,4.3,..,19,336,..,..,..,43.3,..,12,49,"1,300",18,63,"1,822",..,872,29.3,55,..,4.1,9,28.4
Syrian Arab Republic,DB2007,..,..,12,43,21.1,"4,233.50",..,23,104,746.3,..,..,..,..,..,4,27,27.9,..,1,0,0,0,..,6,5,2,4.3,..,19,336,..,..,..,43.3,..,8,19,"1,300",9,23,"1,760",..,872,29.3,55,..,4.1,9,29.5
Syrian Arab Republic,DB2008,..,..,13,43,55.7,"3,673.30",..,23,104,647.5,..,..,..,..,..,4,27,28.1,..,1,0,0,0,..,6,5,2,4.3,..,19,336,..,..,..,43.3,..,8,19,"1,300",9,23,"1,760",..,872,29.3,55,..,4.1,9,30.7
Syrian Arab Republic,DB2009,..,..,8,16,18.2,"4,353.80",..,23,104,687.4,..,..,..,..,..,4,19,28,..,1,0,0,0,..,6,5,2,4.3,..,19,336,..,..,..,39.8,..,8,15,"1,190",9,21,"1,625",..,872,29.3,55,..,4.1,9,29.5
Syrian Arab Republic,DB2010,..,..,7,15,27.8,"1,012.50",..,23,104,532.9,..,5,71,994.2,..,4,19,28,..,1,0,0,0,..,6,5,2,4.3,..,19,336,..,..,..,39.7,..,8,15,"1,190",9,21,"1,625",..,872,29.3,55,..,4.1,9,29.5
Syrian Arab Republic,DB2011,136,133,7,13,38.1,355.1,132,23,104,560.6,82,5,71,"1,045.90",79,4,19,27.9,170,1,2,2.2,0,108,7,5,2,4.7,106,19,336,..,..,..,39.7,122,8,15,"1,190",9,21,"1,625",176,872,29.3,55,100,4.1,9,27.4
Syrian Arab Republic,DB2012,134,129,7,13,17.1,127.7,133,23,104,504.1,83,5,71,940.4,82,4,19,27.9,174,1,2,3.7,0,111,7,5,2,4.7,111,19,336,20,19.3,0.5,39.7,122,8,15,"1,190",9,21,"1,625",175,872,29.3,55,102,4.1,9,27.5
"Taiwan, China",DB2004,..,..,8,48,6.3,224.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,510,17.7,45,..,1.9,4,81
"Taiwan, China",DB2005,..,..,8,48,6.3,224.7,..,..,..,..,..,..,..,..,..,3,5,6.2,..,4,5,0,33.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,510,17.7,45,..,1.9,4,81
"Taiwan, China",DB2006,..,..,8,48,5,216.3,..,25,139,53.4,..,..,..,..,..,3,5,6.2,..,4,5,0,57.1,..,7,4,5,5.3,..,20,340,..,..,..,34.3,..,6,12,747,6,12,747,..,510,17.7,45,..,1.9,4,80.2
"Taiwan, China",DB2007,..,..,8,48,4.6,200,..,25,139,49.4,..,..,..,..,..,3,5,6.2,..,4,5,0,59.5,..,7,4,5,5.3,..,21,340,..,..,..,37.7,..,6,12,747,6,12,747,..,510,17.7,45,..,1.9,4,80.3
"Taiwan, China",DB2008,..,..,8,48,4.1,178.4,..,25,139,44.1,..,..,..,..,..,3,5,6.2,..,4,5,0,67.1,..,7,4,5,5.3,..,21,340,..,..,..,41.7,..,6,12,747,6,12,747,..,510,17.7,45,..,1.9,4,80.2
"Taiwan, China",DB2009,..,..,8,42,4.1,177.4,..,25,139,43.8,..,..,..,..,..,3,5,6.2,..,5,5,0,62.7,..,7,4,5,5.3,..,21,340,..,..,..,41.6,..,6,12,757,6,12,769,..,510,17.7,45,..,1.9,4,80.9
"Taiwan, China",DB2010,..,..,6,23,3.9,0,..,25,139,43.4,..,4,23,54.2,..,3,5,6.2,..,5,5,0,63.2,..,7,4,5,5.3,..,15,281,..,..,..,41.6,..,6,12,720,6,12,732,..,510,17.7,45,..,1.9,4,80.9
"Taiwan, China",DB2011,24,24,6,15,4.1,0,90,25,139,45.5,3,4,23,56.8,31,3,5,6.2,64,5,5,0,90.4,74,7,4,5,5.3,88,15,269,..,..,..,41.3,21,6,12,645,6,12,700,89,510,17.7,45,10,1.9,4,82.2
"Taiwan, China",DB2012,25,16,3,10,2.5,0,87,25,125,41.9,3,4,23,52.4,33,3,5,6.2,67,5,5,0,90.9,79,7,4,5,5.3,71,15,245,13.7,18.4,3.5,35.6,23,6,12,655,6,12,720,88,510,17.7,45,14,1.9,4,82.1
Tajikistan,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Tajikistan,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Tajikistan,DB2006,..,..,14,80,85.1,429.2,..,28,261,"3,195.60",..,..,..,..,..,6,37,1.9,..,3,0,..,..,..,0,0,5,1.7,..,69,224,..,..,..,79.9,..,11,82,"3,200",10,83,"4,500",..,430,25.5,35,..,1.7,9,36
Tajikistan,DB2007,..,..,14,80,75.1,378.6,..,28,261,"2,819.20",..,..,..,..,..,6,37,1.9,..,3,0,0,0,..,0,0,5,1.7,..,69,224,..,..,..,79.9,..,11,82,"3,200",10,83,"4,500",..,430,25.5,35,..,1.7,9,36
Tajikistan,DB2008,..,..,13,62,39.6,311,..,28,261,"2,315.50",..,..,..,..,..,6,37,1.9,..,3,0,0,0,..,0,0,5,1.7,..,69,224,..,..,..,80,..,11,82,"3,200",10,83,"4,500",..,430,25.5,35,..,1.7,9,36
Tajikistan,DB2009,..,..,13,62,27.6,216.8,..,28,361,"1,614.20",..,..,..,..,..,6,37,1.8,..,3,0,0,0,..,4,1,5,3.3,..,69,224,..,..,..,83.4,..,11,82,"3,350",10,83,"4,550",..,430,25.5,35,..,1.7,9,37.5
Tajikistan,DB2010,..,..,12,38,24.3,9.9,..,27,231,"1,165.20",..,9,238,"1,714.70",..,6,37,4.6,..,3,0,0,0,..,6,3,5,4.7,..,69,224,..,..,..,83.8,..,11,82,"3,350",10,83,"4,550",..,430,25.5,35,..,1.7,9,37.5
Tajikistan,DB2011,152,137,8,27,36.9,8.5,178,26,228,996.1,181,9,238,"1,461.80",88,6,37,5.5,170,3,0,0,0,60,8,3,6,5.7,168,69,224,..,..,..,84,177,11,82,"3,350",9,83,"4,550",42,430,25.5,35,68,1.7,9,37.4
Tajikistan,DB2012,147,70,5,24,33.3,0,177,26,228,849.9,178,9,238,"1,297.90",90,6,37,5.3,177,2,0,0,0,65,8,3,6,5.7,168,69,224,0,28.5,56,84.5,177,11,82,"3,850",9,83,"4,550",42,430,25.5,35,68,1.7,9,38.2
Tanzania,DB2004,..,..,13,31,200.3,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,462,14.3,38,..,3,22,21.9
Tanzania,DB2005,..,..,13,31,186.9,0,..,..,..,..,..,..,..,..,..,9,77,7.4,..,8,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,462,14.3,38,..,3,22,22
Tanzania,DB2006,..,..,13,31,161.3,0,..,18,276,108.7,..,..,..,..,..,9,77,7.4,..,8,0,0,0,..,3,3,6,4,..,47,172,..,..,..,43.8,..,8,30,822,13,51,917,..,462,14.3,38,..,3,22,22.3
